review_text,rating,date,language,sentiment,confidence,sentiment_clean,predicted_category,category_confidence,category,confidence_band,review_length,label_source,final_category,label_method
Not reliable. I ordered one food parcel but pick me deducted for 2 parcel and deluvered 2 parcels through different orders.App has not even notified the progress of second order.,1,2025-09-12 15:21:25,English,Negative,0.9996,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.3685280084609985,Delivery Issues,low,178,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
paid by card. but ask mony,1,2025-09-12 12:15:04,English,Negative,0.9914,NEGATIVE,"privacy, security, data, account safety",0.2783069908618927,Privacy & Security,low,26,zero-shot-bart-large-mnli,App Bugs,keyword_rule
getting late no driver is taking even its high price . poor sevice 😡😡,1,2025-09-12 06:47:10,English,Negative,0.9996,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.88077312707901,Driver Behavior & Safety,high,69,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"worst service ever do not use this application, customer Service always blames the merchant and the merchant blames Pick Me, so just to earn money not to provide any service,they have 0 concern and it's not a service oriented business honestly, I have made 4 orders to Celeste and all where automatically cancelled and when called both parties they blame each other,best part is they inform that all other customers orders are perfectly fetched but not mine so something for me to think of,",1,2025-09-11 00:32:53,English,Negative,0.9986,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8309758901596069,Support & Refunds,high,490,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
all your three wheeler drivers are spitting during the journey.please advise them not to spitt while the costermer is I n the vehicle.for the wind the spitt ckmes to I ur faces,1,2025-09-10 18:55:34,English,Negative,0.9958,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5842800140380859,Driver Behavior & Safety,medium,176,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
megoda dham mawata,5,2025-09-09 06:48:07,English,Negative,0.9489,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.2629076540470123,Driver Behavior & Safety,low,18,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
app getting worst bcz all drivers ignored . uninstalled👎👎👎,1,2025-09-08 10:06:54,English,Negative,0.9991,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.663195013999939,Driver Behavior & Safety,high,58,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
i was waiting nearly a hour for a any vehicle i still couldnt get in touch with a vehicle worst,1,2025-09-08 08:36:20,English,Negative,0.9985,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4401002824306488,Driver Behavior & Safety,low,95,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
barely any drivers on the app,1,2025-09-06 20:00:53,English,Negative,0.9995,NEGATIVE,"privacy, security, data, account safety",0.3209518492221832,Privacy & Security,low,29,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"hi, please could you tell me why the app say's (user blocked permanent) can you unblock me from the app.",1,2025-09-06 16:53:08,English,Negative,0.9992,NEGATIVE,"privacy, security, data, account safety",0.3621059060096741,Privacy & Security,low,104,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
worst service ever had,1,2025-09-05 15:24:00,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.4015771746635437,Support & Refunds,low,22,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"Good, however, when using the option of card payment, it is a bit erratic as it appears not to register and having to pay by cash instead. This potentially can be awkward, problematical, and not to say embarrassing 😳",4,2025-09-05 06:06:08,English,Negative,0.9932,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4886861443519592,App Bugs,medium,216,zero-shot-bart-large-mnli,App Bugs,keyword_rule
Driver never came,1,2025-09-04 18:16:45,English,Negative,0.9994,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6240860819816589,Driver Behavior & Safety,medium,17,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"Previously the service was good, the recent change to bids for rides is not good and I would not recommend at all. I booked a cab in advance by 1.5 hrs to be told 40 mins before there were no cabs close by so I needed to pay Rs 600 more. Why when I booked it 90 mins early.....then after canceling 30 seconds later another call asking how many passengers and how much luggage......not impressed",2,2025-09-03 21:58:27,English,Negative,0.9995,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.4248023331165313,Support & Refunds,low,394,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
bad application 🤬🤬,1,2025-09-02 13:36:38,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4085702300071716,App Bugs,low,18,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"We ordered food at 8:00pm, ready by 8:30pm, but these bloody idiots kept my family hungry for almost 2 hours with no help line and no response from these filthy dogs. In the end we had to go to the restaurant ourselves. PickMe is the worst Sri Lankan made app, simply good for nothing.",1,2025-08-31 23:44:47,English,Negative,0.9998,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.3658048510551452,Delivery Issues,low,285,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"one of the most unprofessional apps as their drivers, and I'll never recommend this to anyone, especially for a foreigner, because they dont stick to the given price and then charge extra. always gotta ride with skeptical feelings whether will it change or not and more other issues.",1,2025-08-31 00:13:11,English,Negative,0.9364,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8306088447570801,Driver Behavior & Safety,high,283,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
This is not useful when you need it at all. It takes like half an hour to pair with you a driver,1,2025-08-30 19:06:50,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5856587290763855,Support & Refunds,medium,96,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
encountered too many cancellations from drivers recently after they confirm,1,2025-08-30 18:16:18,English,Negative,0.9994,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5831834077835083,Driver Behavior & Safety,medium,75,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
patta chater driverlage paththata kisi deyak nha un hambakara gannawa vitharai kalakanni ballo,1,2025-08-30 15:57:06,English,Negative,0.9894,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7249988913536072,Driver Behavior & Safety,high,94,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
cause hire are little late,4,2025-08-30 15:41:34,English,Negative,0.8075,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6419742107391357,Driver Behavior & Safety,medium,26,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
This is not for drivers and passengers.This is only running for company profit.,1,2025-08-30 14:48:29,English,Negative,0.9992,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4112303256988525,Driver Behavior & Safety,low,79,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
very bad service 🤮🤮🤮🤮🤢🤢,1,2025-08-30 14:37:55,English,Negative,0.9996,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.4386217594146728,Support & Refunds,low,23,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"Pickme Foods, what happened to you?Did your drivers go on strike?🤣🤣",1,2025-08-29 12:47:57,English,Negative,0.999,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7355515360832214,Driver Behavior & Safety,high,67,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Most UNRELIABLE app ever. Half the time I am unable to get a tuk especially during an emergency and when it rains. Riders accept and cancel last minute. I have to cancel Classes because I have wasted my time and energy waiting for over an hour just to get a ride.. In the time that a driver takes to accept a ride if I had gone walking I would have reached my destination before they could accept.,1,2025-08-28 11:14:11,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3377955257892608,Support & Refunds,low,397,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
stupid freaking app to disconnect customer after few months.,1,2025-08-28 07:50:35,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3481844663619995,Support & Refunds,low,60,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
The bikers are not arriving when we want for an important ride otherwise the tuk-tuk drivers are working well,1,2025-08-27 19:55:12,English,Negative,0.7387,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.2963211834430694,Driver Behavior & Safety,low,109,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"I ordered a pizza hut buy one and get one offer and delivered only one. verify that the order has been delivered to pickme Guy.Contacted pickme hotline wait for Feedback, but they tried to convince me even without contacting the guy who delivered order. Asked for a resolution, no feedback or complaint details either.",1,2025-08-27 19:48:44,English,Negative,0.996,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6585450172424316,Support & Refunds,high,318,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
better to get a Uber at this point,1,2025-08-27 15:29:52,English,Negative,0.9984,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4062774181365967,Driver Behavior & Safety,low,34,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
It take so long to get a driver. If you're in a hurry you can't get one.,1,2025-08-27 13:33:54,English,Negative,0.9995,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.3149047493934631,Delivery Issues,low,72,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
few drivers demand cash. sometimes locations do not get picked up correctly and drivers end in wrong location. one driver refused to wait 5mts till rain ceased and asked to cancel the hire.,3,2025-08-27 12:32:05,English,Negative,0.9996,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8218178153038025,Driver Behavior & Safety,high,189,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Good but searching drives is very slow.,4,2025-08-27 10:00:52,English,Negative,0.9898,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2679755687713623,App Bugs,low,39,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
